onset	duration	nwb_table	treelevel
14.889999866485596	0.09999999999999964	epochs	0.0
14.889999866485596	0.04499999999999993	epochs	1.0
14.934999866485596	0.009999999999999787	epochs	1.0
14.944999866485595	0.04499999999999993	epochs	1.0
14.989999866485595	0.5401749999999996	epochs	0.0
14.989999866485595	0.5	epochs	-1.0
14.989999866485595	0.5	epochs	-1.0
14.989999866485595	0.5	epochs	1.0
15.489999866485595	0.04017499999999963	epochs	-1.0
15.489999866485595	0.025000000000000355	epochs	-1.0
15.489999866485595	0.025000000000000355	epochs	1.0
15.514999866485596	0.009999999999999787	epochs	-1.0
15.514999866485596	0.009999999999999787	epochs	1.0
15.524999866485595	0.005174999999999486	epochs	-1.0
15.524999866485595	0.005174999999999486	epochs	1.0
15.530174866485595	0.16482000000000063	epochs	0.0
15.683000087738037	0.09999999999999964	epochs	0.0
15.683000087738037	0.04499999999999993	epochs	1.0
15.728000087738037	0.009999999999999787	epochs	1.0
15.738000087738037	0.04499999999999993	epochs	1.0
15.783000087738037	0.5403050000000018	epochs	0.0
15.783000087738037	0.5000000000000018	epochs	-1.0
15.783000087738037	0.5000000000000018	epochs	-1.0
15.783000087738037	0.5000000000000018	epochs	1.0
16.28300008773804	0.040305000000000035	epochs	-1.0
16.28300008773804	0.02499999999999858	epochs	-1.0
16.28300008773804	0.02499999999999858	epochs	1.0
16.308000087738037	0.010000000000001563	epochs	-1.0
16.308000087738037	0.010000000000001563	epochs	1.0
16.31800008773804	0.005304999999999893	epochs	-1.0
16.31800008773804	0.005304999999999893	epochs	1.0
16.32330508773804	0.16469000000000023	epochs	0.0
16.488999843597412	0.10000000000000142	epochs	0.0
16.488999843597412	0.045000000000001705	epochs	1.0
16.533999843597414	0.00999999999999801	epochs	1.0
16.543999843597412	0.045000000000001705	epochs	1.0
16.588999843597414	0.5005649999999982	epochs	0.0
16.588999843597414	0.5	epochs	-1.0
16.588999843597414	0.5	epochs	-1.0
16.588999843597414	0.5	epochs	1.0
17.088999843597414	0.0005649999999981503	epochs	-1.0
17.088999843597414	0.0005649999999981503	epochs	-1.0
17.088999843597414	0.0005649999999981503	epochs	1.0
17.08956484359741	0.2044300000000021	epochs	0.0
473.3849997520447	0.10000000000002274	epochs	0.0
473.3849997520447	0.045000000000015916	epochs	1.0
473.4299997520447	0.009999999999990905	epochs	1.0
