session_id	original_session_id
ses-1258167132	ses-1258167132
ses-1258170140	ses-1258170140
ses-1258191718	ses-1258191718
ses-1258198439	ses-1258198439
ses-1258199441	ses-1258199441
ses-1258207076	ses-1258207076
ses-1258234928	ses-1258234928
ses-1260169255	ses-1260169255
ses-1260210354	ses-1260210354
ses-1260317674	ses-1260317674
ses-1260767591	ses-1260767591
ses-1260789843	ses-1260789843
ses-1260812463	ses-1260812463
ses-1260835742	ses-1260835742
ses-1260848566	ses-1260848566
ses-1260867040	ses-1260867040
ses-1260974189	ses-1260974189
ses-1261009002	ses-1261009002
ses-1261030646	ses-1261030646
ses-1261411167	ses-1261411167
ses-1261435877	ses-1261435877
ses-1261453570	ses-1261453570
ses-1261463287	ses-1261463287
ses-1261476169	ses-1261476169
ses-1261483652	ses-1261483652
ses-1261763003	ses-1261763003
ses-1261802117	ses-1261802117
